,carrier,sentiment,polarity,churn_likeliness,text,clf_text
103035,att verizon tmobile,neu,0,0,"Hey @JohnLegere and @TMobile!  You guys want to jump in on this too?  Come to the magenta side Nicole!  We have slow-cooker Sunday’s!… https://t.co/DSEirkQeMD""",hey and @tmobile you guys want to jump in on this too come to the magenta side nicole we have sunday s
103098,att verizon tmobile,neu,0,0,@greatone0226 @perfectsin77 @blind_furay @JohnLegere @ATT @verizon @Trash @TMobile @CityofOrinda @TrashMobile Get rid of @tmobile...,@att @verizon @tmobile get rid of @tmobile
103116,att verizon tmobile,neu,0,0,@perfectsin77 @KenanSaatcioglu @blind_furay @JohnLegere @ATT @verizon @Trash @TMobile @CityofOrinda Never cancel @trashmobile.,@att @verizon @tmobile never cancel
103145,att verizon tmobile,neu,0,0,"We're 95% of the way to using renewable energy across our entire company. @ATT @Verizon where you at?… """,of the way to using renewable energy across our entire company @att @verizon where you at
103177,att verizon tmobile,neu,0,0,"#tmobileoutage don’t seem to care @tmobile #doesntcare… https://t.co/PPuIiZ0SAJ""",#tmobileoutage don t seem to care @tmobile
103180,att verizon tmobile,neu,0,0,"Since @ATT will not prorate our bill after canceling service I have to ask, does @TMobile @sprint @verizon prorate? Just wondering as it is a little hard fo swallow $112 for 1 or 2 days of service. @TMobileHelp""",since @att will not prorate our bill after canceling service i have to ask does @tmobile @verizon prorate just wondering as it is a little hard fo swallow for or days of service @tmobilehelp
103189,att verizon tmobile,neg,-0.107142857,0,@MissBossyBoots_ @VZWSupport @ATT @TMobile Yeah that sounds about right for Verizon. I'm sorry you're having to deal with that shitbaggery.,@att @tmobile yeah that sounds about right for verizon sorry having to deal with that shitbaggery
103238,att verizon tmobile,pos,0.3,1,@MissBossyBoots_ @VZWSupport @ATT I switched to @TMobile after being with Verizon for 11 years. Best move I ever made. Fuck Verizon.,@att i switched to @tmobile after being with verizon for years best move i ever made fuck verizon
103313,att verizon tmobile,neg,-0.7,0,@stetsdogg @verizon @ATT @sprint @TMobile @Visible @WingTel_ @MetroByTMobile I want this service badly .... Connect me please,@verizon @att @tmobile @metrobytmobile i want this service badly connect me please
103458,att verizon tmobile,neu,0,0,@TMobile @verizon @ATT @Apple @boostmobile Wi-Fi Calling #domainname for sale,@tmobile @verizon @att @boostmobile calling for sale make calls with any connection world wide via #tmobile #att #verizon
,,,,,,
,,,,,__     https://t.co/10LrymxG5u,
,,,,,Make calls with any Wi-Fi connection world wide via,
,,,,, __     https://t.co/10LrymxG5u ,
,,,,,,
,,,,,#WiFi #wificalling #TechNews,
,,,,,#phone #Domains,
,,,,,#tmobile #att #apple #Verizon,
,,,,,"#internet""",
103542,att verizon tmobile,pos,0.625,0,@TMobile @chad_bolt @ATT @verizon Love it!,@tmobile @att @verizon love it
104243,att verizon tmobile,pos,0.233333333,0,"@JohnLegere @ATT @TMobile I had Verizon, then switched to T-Mobile military family plan, worked great last month in Puerto Rico.",@att @tmobile i had verizon then switched to military family plan worked great last month in puerto rico
104382,att verizon tmobile,pos,0.166666667,0,"I had att and sprint before Verizon. It’s more expensive but the coverage is so much better, for me anyway. I’ve never had T-Mobile so I can’t compare with that. But I’m happy with it.… https://t.co/isC9Wt0oRr""",i had att and sprint before verizon it s more expensive but the coverage is so much better for me anyway i ve never had so i can t compare with that but i m happy with it
104632,att verizon tmobile,pos,0.2,0,@ATT @verizon @TMobile @boostmobile @sprint how much money would the @NIH and the @DEAHQ offer to end the $2 billion war on opiate addiction that @realDonaldTrump started two years ago. With opiate addiction at an all-time-low it’s time to put the final n,@att @verizon @tmobile @boostmobile how much money would the and the offer to end the billion war on opiate addiction that started two years ago with opiate addiction at an it s time to put the final nail in this war s coffin
104920,att verizon tmobile,pos,0.095238095,0,"@rachelmetz @ATT @TMobile @verizon @sprint My service is so bad right now , it’s usually good I have t mobile",@att @tmobile @verizon my service is so bad right now it s usually good i have t mobile
105058,att verizon tmobile,pos,0.136363636,1,"I’m reaching out to a new company @verizon @TMobile @ATT which one of y’all can I switch to. I’m done giving  sprint shitty ass chances they a scam for real… https://t.co/ogM14wPxtU""",i m reaching out to a new company @verizon @tmobile @att which one of y all can i switch to i m done giving sprint shitty ass chances they a scam for real
105343,att verizon tmobile,neu,0,0,"Does anybody have suggestions and advice on how to resolve the issue? No T-mobile data service on my mobile device since 11 a.m. on October 9. Thank you!… https://t.co/YnfWFGnqqv""",does anybody have suggestions and advice on how to resolve the issue no data service on my mobile device since a m on october thank you
105346,att verizon tmobile,neu,0,0,"no lie. just switched to t-mobile and i’m already having wifi problems __… https://t.co/57HoTknngm""",no lie just switched to and i m already having wifi problems
105352,att verizon tmobile,neg,-0.125,0,"In other news #cancelverizon… """,in other news #cancelverizon
105771,att verizon tmobile,neu,0,0,"@TMobile no power and no cell connectivity (and no eta) in @CityofOrinda. Why aren’t you prepared for power outages? And why aren’t you updating your website with outage status?  Btw, Verizon is working! __… https://t.co/IqlIkZlql1""",@tmobile no power and no cell connectivity and no eta in why aren t you prepared for power outages and why aren t you updating your website with outage status btw verizon is working
105808,att verizon tmobile,pos,0.1,0,@TylerElsa @TMobile @ATT @verizon @sprint @tracfone @Straighttalk Actually Verizon isn't work nor is straight talk,@tmobile @att @verizon actually verizon work nor is straight talk
105879,att verizon tmobile,neg,-0.155555556,0,@TMobileHelp @JohnLegere @verizon @ATT @PGE4Me UPDATE- T-Mobile service is still down.  Thank god I have my AT&amp;T cell.,@tmobilehelp @verizon @att update service is still down thank god i have my at t cell
106322,att verizon tmobile,pos,0.208333333,0,"@TMobileHelp any eta on when you’ll have service back in 95945? Verizon and att are working fine. Support said you guys were rolling out tower trucks but I see no evidence of that...""",@tmobilehelp any eta on when you ll have service back in verizon and att are working fine support said you guys were rolling out tower trucks but i see no evidence of that
106672,att verizon tmobile,neg,-0.15625,0,"A little over 24 hours without cell service from @TMobile due to the #pgeshutdown #powershutoff . @ATT @verizon @USCellular @sprint @TracFoneCalls literally EVERYONE but @TMobileHelp has service. #Tmobile claims not all their towers have #generators. I'll be switching carriers!!!""",a little over hours without cell service from @tmobile due to the @att @verizon literally everyone but @tmobilehelp has service #tmobile claims not all their towers have be switching carriers
106743,att verizon tmobile,neu,0,0,How tf does @TMobile deny you for service and @verizon @att both approved you tho for 3k financing and 10 lines ________,how tf does @tmobile deny you for service and @verizon @att both approved you tho for financing and lines
107004,att verizon tmobile,pos,1,0,"@sprint @Verizon @att @tmobile  Supposedly the BEST wireless connection is PRAYER. #MichelleObama2020… """,@verizon @att @tmobile supposedly the best wireless connection is prayer
107632,att verizon tmobile,pos,0.5,0,@ATT is committed to mostly Money.  News flash @Verizon and @ATT keep your customers if you keep them happy. Make Fair Prices keep customers its easy. All the money in the world doesn't keep the ceo happy nor taking from people. Also Be fair to your emplo,@att is committed to mostly money news flash @verizon and @att keep your customers if you keep them happy make fair prices keep customers its easy all the money in the world keep the ceo happy nor taking from people also be fair to your employees also
107647,att verizon tmobile,neu,0,0,"Well that is disappointing. Hopefully they can get that sorted. There are millions of Android users that have waited far too long for that feature. Will really close the gap with Apple too… https://t.co/AfnTZUKQbU""",well that is disappointing hopefully they can get that sorted there are millions of android users that have waited far too long for that feature will really close the gap with apple too
107659,att verizon tmobile,neg,-0.085185185,0,"@TMobile just curious why your network is down in the upper Napa Valley but att and Verizon are up and running. Local news station reported that you were working with PGE to turn on back up batteries and generators.""",@tmobile just curious why your network is down in the upper napa valley but att and verizon are up and running local news station reported that you were working with pge to turn on back up batteries and generators
108029,att verizon tmobile,neg,-0.3125,0,"I don't mean that att or Verizon buy the entire Sprint but they buy Sprints network holdings band 41 and such when they go under.… https://t.co/qw2SiTZLg5""",i mean that att or verizon buy the entire sprint but they buy sprints network holdings band and such when they go under
108166,att verizon tmobile,neu,0,0,@TMobile @ATT @verizon @USCellular pushing Android Pie updates.  @sprint ??? #lgv30,@tmobile @att @verizon pushing android pie updates
